TCI,TCSC,exp,expmod,cm,cvbin,frqbin,abin,kurt,vfleak,M,A1,A2,A3,mav,psr,hilb,SamEn,x3,x4,x5,x1,x2,bCP,bWT,bW,Li,count1,count2,count3,VF
425.89,53.733000000000004,60,150,0.13952,0.17995,2.25,765,-0.33191,0.49623999999999996,1.8749,0.015843,0.30975,1.1424,0.64942,0.09125,0.10625,0.19276,0.013055,11,1.893,0.54278,0.0035674,0.244,0.38691,1.6479,20.784000000000002,27.0,90.25,15.925999999999998,0
438.57,48.133,30,135,0.10962000000000001,0.15713,1.75,805,0.053099,0.6018399999999999,1.8462,0.013207,0.36441999999999997,1.0515,0.6358600000000001,0.0925,0.09875,0.19180999999999998,0.013603,10,1.893,0.48266000000000003,0.0030366,0.258,0.43756000000000006,1.4648,11.265999999999998,23.25,84.0,12.283,0
440.55,48.0,30,105,0.09965800000000001,0.16432,1.75,793,0.16632,0.5677800000000001,1.7469999999999999,0.0019808,0.45206,0.91428,0.6113,0.088125,0.095,0.16305999999999998,0.0040429,8,2.0151,0.34549,0.0027925000000000003,0.348,0.41193,1.8921,10.373,28.25,85.0,15.492,0
448.51,51.266999999999996,30,120,0.10962000000000001,0.17344,2.0,777,-0.27834000000000003,0.49948000000000004,1.7965,0.016763999999999998,0.33523000000000003,1.025,0.64885,0.09625,0.10125,0.18449000000000002,0.012808000000000002,12,1.893,0.53559,0.0025566,0.28,0.39114,1.5869,17.764,26.5,84.25,13.349,0
503.7,49.2,0,120,0.10962000000000001,0.15955999999999998,1.75,801,0.14536,0.59537,1.6541,0.0039998,0.47091000000000005,0.7764300000000001,0.5868399999999999,0.094375,0.096875,0.17522000000000001,0.014311,10,2.0151,0.28359,0.0026803,0.252,0.46148999999999996,1.6479,10.689,29.25,85.5,15.704,0
416.67,48.733000000000004,60,120,0.11959000000000002,0.17008,1.75,783,-0.18879,0.54528,1.8579,0.012889,0.33455,1.1174,0.5978,0.093125,0.099375,0.17619,0.011331,11,1.893,0.50372,0.0031542,0.33,0.3191,1.8311,20.473,31.5,85.0,17.0,0
481.77,51.8,0,105,0.11959000000000002,0.17008,2.25,783,-0.21664,0.5794600000000001,1.7169,0.0036858000000000004,0.45403999999999994,0.9031100000000001,0.6817300000000001,0.095,0.10125,0.17881,0.01785,14,1.893,0.29821,0.0031892,0.228,0.5240600000000001,1.3428,16.846,28.0,78.75,13.125,0
446.2,47.2,90,105,0.10962000000000001,0.1649,1.75,792,0.037212999999999996,0.60146,1.8671,0.008174899999999999,0.38549,1.16,0.5683199999999999,0.08625,0.093125,0.13746,0.010359,11,1.893,0.34997,0.0030299,0.304,0.51988,2.0142,15.302999999999999,18.25,78.0,8.5753,0
517.44,50.467,30,120,0.09965800000000001,0.17782,2.0,769,-0.35034,0.66481,1.8556,0.0,0.48813,1.1149,0.64953,0.081875,0.095625,0.12754000000000001,0.0080086,15,1.893,0.28876,0.0028243,0.26,0.5552699999999999,1.9531,7.9609,31.0,89.5,18.747,0
578.97,50.467,90,120,0.10962000000000001,0.16722,1.75,788,-0.23408,0.66401,1.8532,0.001143,0.54025,1.194,0.6845100000000001,0.0825,0.095,0.13685999999999998,0.013047999999999999,16,1.893,0.25684,0.0027826,0.226,0.5535899999999999,1.8921,10.839,28.25,90.75,16.922,0
542.54,48.4,30,105,0.09965800000000001,0.15835,1.75,803,0.014374000000000001,0.67282,1.8996,0.0,0.48052,1.1876,0.61756,0.07625,0.09125,0.11945,0.0054705,15,1.893,0.28803,0.0031330999999999998,0.312,0.49208,1.9531,9.7241,23.25,86.5,12.892000000000001,0
543.78,50.6,150,105,0.10962000000000001,0.17889000000000002,2.0,767,-0.39908000000000005,0.66637,1.7919,0.0,0.47811000000000003,0.94978,0.71404,0.083125,0.09375,0.13746,0.0060545,9,1.893,0.27375,0.0032735,0.242,0.58762,1.9531,9.8073,28.0,83.0,14.779000000000002,0
569.85,50.0,135,120,0.09965800000000001,0.16607,1.75,790,-0.25231,0.65637,1.8237,0.0046538000000000005,0.47316,1.1184,0.69326,0.083125,0.099375,0.13777,0.010846,20,1.893,0.28781999999999996,0.0031471999999999997,0.252,0.6160899999999999,1.9531,7.2035,24.75,85.0,13.550999999999998,0
510.87,49.8,150,120,0.09965800000000001,0.17121,1.75,781,-0.28601,0.65368,1.7719,0.004795499999999999,0.48278000000000004,1.0421,0.68695,0.08625,0.095625,0.13409000000000001,0.008065000000000001,16,1.893,0.26794,0.0028325,0.272,0.52925,1.9531,17.736,35.0,89.75,20.7,0
573.3,50.467,105,105,0.09965800000000001,0.17121,2.0,781,-0.24859,0.6624899999999999,1.8395,0.0,0.51027,1.1179999999999999,0.6989,0.080625,0.09,0.12376,0.011293000000000001,18,1.893,0.26104,0.0026915,0.25,0.61634,1.9531,11.252,23.25,78.5,10.913,0
545.75,49.4,150,105,0.09965800000000001,0.1649,1.75,792,-0.22645,0.6439699999999999,1.9019,0.0,0.51384,1.2615,0.69106,0.075625,0.08625,0.11859000000000001,0.011474,18,1.893,0.25751,0.0028333000000000004,0.268,0.5422600000000001,1.9531,7.6129,24.0,81.25,11.982000000000001,0
529.61,52.0,90,105,0.09965800000000001,0.18101,2.0,763,-0.41546000000000005,0.66552,1.8152,0.0,0.5061,1.042,0.68007,0.0825,0.089375,0.12763,0.015684,17,1.893,0.25224,0.0026279,0.228,0.61883,1.9531,8.8077,28.75,89.5,17.154,0
554.68,50.467,150,120,0.089692,0.16373,1.75,794,-0.1964,0.63608,1.8232,0.004231100000000001,0.5089,1.1979,0.6911,0.08625,0.096875,0.15104,0.010661,15,1.893,0.24905,0.0028701,0.244,0.61525,2.0142,7.2275,21.25,88.0,12.065,0
500.0,51.067,120,120,0.09965800000000001,0.17289000000000002,1.75,778,-0.33499,0.64785,1.7758,0.0,0.51225,0.95957,0.66687,0.079375,0.09,0.12945,0.0078666,16,1.893,0.24045,0.0023347,0.258,0.54289,1.9531,9.1179,34.5,88.0,19.941,0
554.37,52.133,180,120,0.10962000000000001,0.17232999999999998,2.0,779,-0.37793000000000004,0.61542,1.8121,0.0,0.53546,1.0849,0.73248,0.079375,0.086875,0.12704000000000001,0.016076,15,1.893,0.22663000000000003,0.0024973,0.244,0.6570199999999999,1.9531,10.287,29.0,79.75,14.232000000000001,0
531.82,48.0,30,105,0.09965800000000001,0.16373,1.75,794,-0.14662999999999998,0.66463,1.8942,0.0,0.50313,1.2315,0.66369,0.078125,0.095625,0.12927,0.0093125,14,1.893,0.2592,0.0029094999999999998,0.28600000000000003,0.61044,2.0142,9.1122,18.25,80.75,9.0968,0
544.08,50.2,135,105,0.09965800000000001,0.17782,2.0,769,-0.43251000000000006,0.6432899999999999,1.7753,0.0034023000000000005,0.47958999999999996,0.9962200000000001,0.7084699999999999,0.0825,0.09625,0.14288,0.0040365999999999996,8,1.893,0.25183,0.0026815999999999997,0.254,0.57834,1.9531,6.3814,26.5,87.0,15.044,0
570.82,48.933,60,120,0.09965800000000001,0.16016,1.75,800,-0.11814000000000001,0.63603,1.8706,0.0,0.50554,1.1909,0.65356,0.081875,0.095625,0.13535,0.006723300000000001,14,1.893,0.26338,0.003143,0.272,0.53871,1.9531,8.5648,23.0,83.25,12.042,0
500.0,50.8,150,120,0.10962000000000001,0.17455,1.75,775,-0.34553,0.64779,1.8887,0.0,0.52478,1.2445,0.67611,0.0825,0.0925,0.13565,0.0055326,14,1.893,0.25782,0.002605,0.28,0.53041,1.9531,8.1367,27.0,85.25,14.995,0
569.08,49.867,135,105,0.10962000000000001,0.16548,2.0,791,-0.31367,0.62595,1.7689,0.0043915,0.48498,1.0197,0.708,0.0875,0.1025,0.15014,0.0092669,15,1.893,0.27094,0.0029216999999999997,0.262,0.588,1.9531,10.633,21.0,86.75,11.790999999999999,0
532.21,47.6,75,105,0.09965800000000001,0.16016,1.75,800,-0.09868500000000001,0.64413,1.8809,0.001894,0.5060600000000001,1.2184,0.65096,0.080625,0.093125,0.12968,0.0054503,15,1.893,0.25916,0.0028809,0.302,0.49336,2.0142,11.373,19.0,80.25,9.2831,0
551.95,51.0,195,105,0.10962000000000001,0.1751,2.0,774,-0.39664,0.62402,1.8629,0.0048273000000000005,0.49349,1.2927,0.72127,0.08625,0.098125,0.15181,0.0029929,8,1.893,0.2619,0.0029338000000000003,0.24600000000000002,0.5592199999999999,2.0142,6.7589,26.25,87.75,15.030999999999999,0
567.0,49.067,165,120,0.09965800000000001,0.16195,1.75,797,-0.10167000000000001,0.65584,1.8213,0.0,0.50941,1.0422,0.64873,0.078125,0.093125,0.12743,0.0095786,13,1.893,0.26252,0.0030009,0.266,0.56493,1.9531,8.0789,21.75,78.5,10.193,0
505.88,50.733000000000004,120,120,0.089692,0.174,2.0,776,-0.27271,0.66366,1.9095,0.0,0.51351,1.2456,0.64477,0.080625,0.09625,0.12988,0.0070087000000000005,15,1.893,0.26679,0.0028856,0.284,0.5199,1.9531,10.607999999999999,29.0,85.0,15.776,0
559.79,51.733000000000004,120,120,0.09965800000000001,0.1678,1.75,787,-0.31876,0.62333,1.7907,0.0,0.50456,0.96711,0.70705,0.076875,0.08625,0.12286,0.012383,16,1.893,0.249,0.0022115999999999998,0.222,0.60769,1.9531,9.4044,32.5,92.5,19.680999999999997,0
510.74,50.8,90,120,0.10962000000000001,0.17344,1.75,777,-0.37997,0.65496,1.8695,0.0,0.5257,1.2395,0.69713,0.083125,0.09125,0.12768,0.0077693,17,1.893,0.25643,0.0026820999999999998,0.282,0.57552,1.8921,9.641,32.25,87.5,19.099,0
570.43,49.8,90,105,0.089692,0.16837,2.0,786,-0.28145,0.64161,1.8146,0.0,0.50229,1.0368,0.68603,0.073125,0.0875,0.12699000000000002,0.011465000000000001,17,1.893,0.25868,0.0029289000000000003,0.256,0.56398,1.9531,8.0629,25.75,80.5,12.357000000000001,0
542.41,50.333,120,105,0.089692,0.16607,1.75,790,-0.25114000000000003,0.63472,1.8744,0.0,0.52022,1.2006,0.70234,0.070625,0.08125,0.11650999999999999,0.009716200000000001,14,1.893,0.2566,0.0025624000000000003,0.272,0.60544,1.9531,9.7881,24.25,85.5,12.585,0
539.26,51.667,90,105,0.10962000000000001,0.18465,2.25,756,-0.43149,0.63895,1.7451,0.0012561,0.5049600000000001,0.94445,0.7167600000000001,0.085625,0.099375,0.15304,0.0086256,10,1.893,0.24538000000000001,0.0023546,0.23199999999999998,0.54884,1.9531,9.6811,24.25,82.5,12.199000000000002,0
470.55,48.266999999999996,90,120,0.10962000000000001,0.16665,1.75,789,-0.21923,0.57753,1.8701,0.0045122,0.40348,1.1696,0.64165,0.090625,0.09875,0.16593,0.010145,15,1.893,0.35046,0.0031839000000000004,0.272,0.57118,2.0752,15.347999999999999,18.25,82.0,9.324,0
333.33,48.0,60,120,0.11959000000000002,0.17232999999999998,1.75,779,-0.31240999999999997,0.60156,1.8831,0.009239,0.36438000000000004,1.1534,0.63541,0.09375,0.095,0.17044,0.010651,13,1.893,0.44114,0.0031755,0.284,0.50143,2.0752,15.390999999999998,27.25,84.75,14.78,0
465.83,49.0,45,120,0.11959000000000002,0.16373,2.0,794,-0.12262999999999999,0.55042,1.9598,0.011003,0.32939,1.2426,0.6407,0.09375,0.10187,0.17467,0.011761,8,1.893,0.50951,0.0036900999999999995,0.27,0.51454,1.8921,11.126,22.25,79.0,10.16,0
549.08,50.2,120,105,0.10962000000000001,0.17728,2.0,770,-0.42368,0.58729,1.8668,0.013567,0.41334,1.1877,0.6622399999999999,0.09,0.10125,0.1807,0.014474,15,1.893,0.30934,0.0034732,0.25,0.54687,1.8921,16.361,19.75,79.5,9.5739,0
435.19,48.933,90,135,0.10962000000000001,0.16076,1.75,799,-0.088321,0.6884399999999999,1.815,0.0060363,0.48417,1.1903,0.67045,0.09,0.1,0.17060999999999998,0.008083,12,1.893,0.26306,0.0028686999999999996,0.254,0.5504100000000001,2.0142,10.099,25.5,83.25,12.693,0
569.34,51.0,105,135,0.10962000000000001,0.17674,2.0,771,-0.21674000000000002,0.60331,1.9043,0.0059242,0.44553000000000004,1.2228,0.69181,0.09875,0.099375,0.17219,0.014358000000000001,15,1.893,0.31081,0.0036514000000000004,0.23800000000000002,0.56288,1.9531,7.9062,32.25,88.5,18.746,0
448.1,48.2,30,105,0.10962000000000001,0.1649,1.75,792,0.025004,0.58135,1.784,0.007862300000000001,0.42751999999999996,1.0041,0.6198,0.093125,0.1,0.17808,0.0064163,9,2.0151,0.32939,0.0029327,0.312,0.44128999999999996,1.8921,18.432000000000002,22.75,78.25,10.41,0
464.62,51.0,30,105,0.11959000000000002,0.17065,2.0,782,-0.2635,0.59541,1.7344,0.006798899999999999,0.44882,0.9616899999999999,0.67806,0.08875,0.10312,0.16612000000000002,0.016513,16,2.0151,0.26033,0.0037325,0.222,0.5353600000000001,1.3428,10.283,26.75,80.0,12.719000000000001,0
507.67,51.4,60,120,0.11959000000000002,0.17455,2.0,775,-0.4296,0.58029,1.8348,0.0085024,0.38783,0.95742,0.6832600000000001,0.090625,0.096875,0.17502,0.01089,12,1.893,0.47097,0.0034492,0.23600000000000002,0.56928,1.5259,14.207,31.25,83.0,16.734,0
481.82,47.133,90,120,0.10962000000000001,0.16195,1.75,797,-0.017054,0.5928399999999999,1.8358,0.007631499999999999,0.39704,1.1185,0.63984,0.086875,0.090625,0.15069000000000002,0.0085512,10,1.893,0.37376,0.0030373,0.226,0.68907,2.1362,15.026,37.25,94.5,23.906,0
426.14,54.133,150,105,0.11959000000000002,0.17177,1.75,780,-0.34094,0.61239,1.7154,0.0052439999999999995,0.4697,0.91707,0.68755,0.0925,0.10312,0.15092,0.018016,16,1.893,0.25985,0.0035497,0.23399999999999999,0.54466,1.2207,11.168,33.0,91.0,20.121,0
552.93,50.467,45,105,0.10962000000000001,0.17065,2.0,782,-0.37446,0.52888,1.6978,0.0093549,0.43128999999999995,0.8565799999999999,0.69282,0.0875,0.1,0.16982,0.018302000000000002,15,1.893,0.36055,0.0029024000000000003,0.21,0.57309,1.3428,11.575999999999999,23.75,76.5,10.799000000000001,0
456.77,49.533,90,105,0.09965800000000001,0.15713,1.75,805,0.14254,0.62397,1.9178,0.0,0.49194,1.1986,0.64494,0.075625,0.0825,0.14676,0.0096693,10,1.893,0.26474000000000003,0.0030238,0.27,0.54133,1.9531,9.515,19.25,75.0,8.3094,0
541.95,49.266999999999996,60,135,0.10962000000000001,0.17565,2.0,773,-0.34961,0.53899,1.828,0.0077854,0.40333,1.0401,0.67109,0.093125,0.105,0.17319,0.015165000000000001,12,1.893,0.33013000000000003,0.002848,0.258,0.41526,1.8921,22.108,24.0,83.25,12.546,0
446.23,45.133,30,135,0.09965800000000001,0.15281,1.75,812,0.04331,0.57907,1.8216,0.010729,0.35873,1.0221,0.5851,0.085625,0.093125,0.18308,0.014103999999999998,10,1.893,0.5482899999999999,0.0030058000000000003,0.226,0.5578,1.5869,8.5601,25.75,89.25,14.802999999999999,0
416.67,48.8,60,150,0.12955999999999998,0.17121,2.0,781,-0.18869,0.50776,1.8956,0.0073918000000000005,0.42123,1.15,0.60541,0.091875,0.09375,0.17837,0.009022200000000001,11,1.893,0.30895,0.0031825,0.266,0.51148,2.0142,11.267999999999999,37.25,90.75,23.233,0
452.72,44.2,0,135,0.10962000000000001,0.15529,1.75,808,0.13344,0.59334,1.7652,0.011344,0.38813000000000003,0.91202,0.59299,0.091875,0.0975,0.1691,0.0072923,8,2.0151,0.51335,0.0038051,0.316,0.46863999999999995,1.709,14.142999999999999,23.25,83.75,12.853,0
442.42,57.6,30,135,0.13952,0.18362,2.0,758,-0.55109,0.49255,1.2324,0.028873000000000003,0.5726899999999999,0.4335,0.74315,0.09125,0.10063,0.18302000000000002,0.011356999999999999,14,2.8701,0.61085,0.0038058,0.254,0.46092,1.3428,49.898999999999994,36.0,89.5,21.516,0
553.95,50.6,45,105,0.089692,0.1751,2.0,774,-0.38486,0.60754,1.7252,0.004225199999999999,0.48783999999999994,0.92742,0.71273,0.085625,0.08875,0.13954,0.010721,15,1.893,0.25373,0.0030384,0.256,0.5511199999999999,2.0142,8.9963,27.0,78.75,12.694,0
452.02,46.4,60,105,0.11959000000000002,0.15835,1.75,803,-0.047037999999999996,0.59788,1.8603,0.010583,0.36033000000000004,1.09,0.59912,0.0925,0.099375,0.16326,0.011081,11,1.893,0.4655,0.0032726999999999995,0.26,0.55023,1.9531,10.021,21.0,80.25,9.7696,0
516.03,54.0,120,135,0.12955999999999998,0.18048,2.0,764,-0.49141999999999997,0.51376,1.824,0.0036390999999999997,0.47298,1.014,0.71057,0.08875,0.096875,0.17787999999999998,0.012938999999999999,12,1.893,0.26400999999999997,0.0026863000000000004,0.244,0.60044,1.9531,11.738,31.75,91.75,19.65,0
506.66,51.733000000000004,30,120,0.09965800000000001,0.16195,1.75,797,-0.1085,0.59227,1.7421,0.0025427,0.47075,0.8916700000000001,0.6471100000000001,0.08625,0.095,0.15329,0.018914,16,2.0151,0.25254,0.0026831999999999997,0.248,0.54176,1.5869,16.461,33.75,89.0,19.729,0
292.32,51.667,60,135,0.12955999999999998,0.17728,2.0,770,-0.37744,0.61629,1.8266,0.010961,0.36178,1.0359,0.6438699999999999,0.091875,0.10562,0.16239,0.012783,13,1.893,0.5016,0.003468,0.23600000000000002,0.5183800000000001,1.5869,11.562000000000001,31.0,88.0,18.432000000000002,0
439.34,50.266999999999996,90,120,0.11959000000000002,0.17008,2.0,783,-0.17343,0.56539,1.6981,0.014066,0.40629,0.7965800000000001,0.68086,0.09125,0.10437,0.16239,0.016683,11,1.893,0.48583000000000004,0.0029931999999999997,0.254,0.4789,1.4648,16.271,25.0,88.25,14.12,0
514.88,50.667,120,105,0.11959000000000002,0.17177,1.75,780,-0.27598,0.6155,1.8074,0.0026291,0.43638000000000005,0.9928899999999999,0.63095,0.08625,0.0975,0.1543,0.017205,15,1.893,0.25788,0.0031273000000000004,0.27399999999999997,0.48408,1.709,10.618,27.5,81.0,14.12,0
454.74,46.133,15,120,0.10962000000000001,0.16255,2.0,796,0.25949,0.52898,1.8438,0.0088172,0.35766,1.0732,0.622,0.090625,0.095625,0.17622000000000002,0.0084597,10,1.893,0.52395,0.0037074,0.28800000000000003,0.38474,1.5869,64.449,27.25,76.0,12.040999999999999,0
456.94,48.6,60,120,0.11959000000000002,0.16136,1.75,798,-0.16841,0.56821,1.9458,0.009526600000000001,0.34646,1.2570000000000001,0.61732,0.09375,0.10063,0.18124,0.013171,12,1.893,0.46393,0.0030740999999999997,0.22399999999999998,0.46911,2.0752,19.498,22.25,74.25,9.5357,0
582.68,45.133,90,120,0.11959000000000002,0.17008,2.0,783,-0.1571,0.54869,1.9315,0.0090093,0.35370999999999997,1.2081,0.5935199999999999,0.0925,0.1,0.17681,0.009706000000000001,12,1.893,0.43906999999999996,0.0032034,0.28,0.50725,2.0142,34.997,25.0,82.25,12.953,0
560.97,50.933,60,135,0.10962000000000001,0.16016,1.75,800,0.057336,0.57004,1.7109999999999999,0.010117000000000001,0.4392,0.9351799999999999,0.60696,0.096875,0.099375,0.17926,0.013194999999999998,10,2.0151,0.31016,0.0037898000000000003,0.25,0.39436,1.4038,54.84,26.25,87.75,14.982000000000001,0
500.0,51.6,75,135,0.11959000000000002,0.17565,2.0,773,-0.43716000000000005,0.59982,1.7903,0.0034379,0.47358999999999996,0.98464,0.68599,0.0925,0.10312,0.17185,0.012576,14,1.893,0.26345,0.0030336,0.252,0.60035,1.9531,10.305,27.75,87.75,16.1,0
